Namespace(device='cuda:3', in_size=3, num_classes=2, fusion_type='early', gcn_channels=3, gcn_hidden=64, gcn_layers=4, gcn_dropout=0.1, trans_num_layers=4, input_node_dim=3, hidden_node_dim=32, input_edge_dim=0, hidden_edge_dim=32, ouput_dim=None, n_heads=4, max_in_degree=5, max_out_degree=5, max_path_distance=5, hidden_dim=64, num_layers=4, num_features=3, num_heads=8, dropout=0.1, pos_encoding='gcn', att_dropout=0.1, d_k=64, d_v=64, pos_embed_type='s', alpha=0.4, num_fusion_layers=4, loss_log=3, output_dim=2)
Epoch: 000,  Train loss: 0.682388,  Train Acc: 0.593258,  Test Acc: 0.605381
Epoch: 024,  Train loss: 0.573644,  Train Acc: 0.680899,  Test Acc: 0.681614
Epoch: 025,  Train loss: 0.566200,  Train Acc: 0.730337,  Test Acc: 0.681614
Epoch: 026,  Train loss: 0.558454,  Train Acc: 0.660674,  Test Acc: 0.681614
Epoch: 027,  Train loss: 0.564829,  Train Acc: 0.706742,  Test Acc: 0.677130
Epoch: 028,  Train loss: 0.559539,  Train Acc: 0.708989,  Test Acc: 0.695067
Epoch: 029,  Train loss: 0.566365,  Train Acc: 0.713483,  Test Acc: 0.695067
Epoch: 030,  Train loss: 0.556104,  Train Acc: 0.730337,  Test Acc: 0.681614
Epoch: 031,  Train loss: 0.558406,  Train Acc: 0.684270,  Test Acc: 0.677130
Epoch: 032,  Train loss: 0.561300,  Train Acc: 0.730337,  Test Acc: 0.695067
Epoch: 033,  Train loss: 0.574082,  Train Acc: 0.703371,  Test Acc: 0.695067
Epoch: 034,  Train loss: 0.574458,  Train Acc: 0.653933,  Test Acc: 0.677130
Epoch: 035,  Train loss: 0.570929,  Train Acc: 0.728090,  Test Acc: 0.699552
Epoch: 036,  Train loss: 0.558403,  Train Acc: 0.711236,  Test Acc: 0.695067
Epoch: 037,  Train loss: 0.552128,  Train Acc: 0.731461,  Test Acc: 0.695067
Epoch: 038,  Train loss: 0.543733,  Train Acc: 0.725843,  Test Acc: 0.704036
Epoch: 039,  Train loss: 0.543989,  Train Acc: 0.729213,  Test Acc: 0.690583
Epoch: 040,  Train loss: 0.548583,  Train Acc: 0.732584,  Test Acc: 0.681614
Epoch: 041,  Train loss: 0.551537,  Train Acc: 0.730337,  Test Acc: 0.699552
Epoch: 042,  Train loss: 0.549083,  Train Acc: 0.734831,  Test Acc: 0.686099
Epoch: 043,  Train loss: 0.554160,  Train Acc: 0.696629,  Test Acc: 0.681614
Epoch: 044,  Train loss: 0.553067,  Train Acc: 0.741573,  Test Acc: 0.695067
Epoch: 045,  Train loss: 0.545960,  Train Acc: 0.708989,  Test Acc: 0.699552
Epoch: 046,  Train loss: 0.544911,  Train Acc: 0.735955,  Test Acc: 0.681614
Epoch: 047,  Train loss: 0.548526,  Train Acc: 0.731461,  Test Acc: 0.699552
Epoch: 048,  Train loss: 0.549003,  Train Acc: 0.717978,  Test Acc: 0.708520
Epoch: 049,  Train loss: 0.543771,  Train Acc: 0.728090,  Test Acc: 0.668161
Epoch: 050,  Train loss: 0.547970,  Train Acc: 0.731461,  Test Acc: 0.681614
Epoch: 051,  Train loss: 0.553086,  Train Acc: 0.729213,  Test Acc: 0.699552
Epoch: 052,  Train loss: 0.539701,  Train Acc: 0.731461,  Test Acc: 0.699552
Epoch: 053,  Train loss: 0.541346,  Train Acc: 0.730337,  Test Acc: 0.699552
Epoch: 054,  Train loss: 0.542412,  Train Acc: 0.708989,  Test Acc: 0.699552
Epoch: 055,  Train loss: 0.544645,  Train Acc: 0.734831,  Test Acc: 0.690583
Epoch: 056,  Train loss: 0.540268,  Train Acc: 0.717978,  Test Acc: 0.690583
Epoch: 057,  Train loss: 0.550442,  Train Acc: 0.731461,  Test Acc: 0.686099
Epoch: 058,  Train loss: 0.556437,  Train Acc: 0.726966,  Test Acc: 0.695067
Epoch: 059,  Train loss: 0.547939,  Train Acc: 0.728090,  Test Acc: 0.681614
Epoch: 060,  Train loss: 0.543759,  Train Acc: 0.717978,  Test Acc: 0.704036
Epoch: 061,  Train loss: 0.563926,  Train Acc: 0.721348,  Test Acc: 0.686099
Epoch: 062,  Train loss: 0.549392,  Train Acc: 0.740449,  Test Acc: 0.704036
Epoch: 063,  Train loss: 0.549834,  Train Acc: 0.746067,  Test Acc: 0.708520
Epoch: 064,  Train loss: 0.551440,  Train Acc: 0.735955,  Test Acc: 0.695067
Epoch: 065,  Train loss: 0.546482,  Train Acc: 0.734831,  Test Acc: 0.695067
Epoch: 066,  Train loss: 0.553228,  Train Acc: 0.707865,  Test Acc: 0.699552
Epoch: 067,  Train loss: 0.562097,  Train Acc: 0.697753,  Test Acc: 0.695067
Epoch: 068,  Train loss: 0.544569,  Train Acc: 0.729213,  Test Acc: 0.704036
Epoch: 069,  Train loss: 0.550354,  Train Acc: 0.740449,  Test Acc: 0.704036
Epoch: 070,  Train loss: 0.551560,  Train Acc: 0.739326,  Test Acc: 0.695067
Epoch: 071,  Train loss: 0.549297,  Train Acc: 0.725843,  Test Acc: 0.699552
Epoch: 072,  Train loss: 0.546756,  Train Acc: 0.741573,  Test Acc: 0.686099
Epoch: 073,  Train loss: 0.545665,  Train Acc: 0.708989,  Test Acc: 0.704036
Epoch: 074,  Train loss: 0.542022,  Train Acc: 0.737079,  Test Acc: 0.699552
Epoch: 075,  Train loss: 0.530719,  Train Acc: 0.740449,  Test Acc: 0.695067
Epoch: 076,  Train loss: 0.537216,  Train Acc: 0.733708,  Test Acc: 0.695067
Epoch: 077,  Train loss: 0.542999,  Train Acc: 0.740449,  Test Acc: 0.690583
Epoch: 078,  Train loss: 0.534977,  Train Acc: 0.731461,  Test Acc: 0.699552
Epoch: 079,  Train loss: 0.538579,  Train Acc: 0.732584,  Test Acc: 0.704036
Epoch: 080,  Train loss: 0.546179,  Train Acc: 0.734831,  Test Acc: 0.699552
Epoch: 081,  Train loss: 0.557143,  Train Acc: 0.734831,  Test Acc: 0.690583
Epoch: 082,  Train loss: 0.546160,  Train Acc: 0.735955,  Test Acc: 0.713004
Epoch: 083,  Train loss: 0.542115,  Train Acc: 0.743820,  Test Acc: 0.690583
Epoch: 084,  Train loss: 0.537117,  Train Acc: 0.740449,  Test Acc: 0.690583
Epoch: 085,  Train loss: 0.530582,  Train Acc: 0.741573,  Test Acc: 0.704036
Epoch: 086,  Train loss: 0.536475,  Train Acc: 0.748315,  Test Acc: 0.704036
Epoch: 087,  Train loss: 0.541718,  Train Acc: 0.741573,  Test Acc: 0.704036
Epoch: 088,  Train loss: 0.537969,  Train Acc: 0.723596,  Test Acc: 0.713004
Epoch: 089,  Train loss: 0.547089,  Train Acc: 0.735955,  Test Acc: 0.681614
Epoch: 090,  Train loss: 0.543203,  Train Acc: 0.742697,  Test Acc: 0.699552
Epoch: 091,  Train loss: 0.550917,  Train Acc: 0.734831,  Test Acc: 0.690583
Epoch: 092,  Train loss: 0.549719,  Train Acc: 0.711236,  Test Acc: 0.704036
Epoch: 093,  Train loss: 0.537184,  Train Acc: 0.741573,  Test Acc: 0.708520
Epoch: 094,  Train loss: 0.547546,  Train Acc: 0.719101,  Test Acc: 0.699552
Epoch: 095,  Train loss: 0.540455,  Train Acc: 0.737079,  Test Acc: 0.690583
Epoch: 096,  Train loss: 0.539547,  Train Acc: 0.761798,  Test Acc: 0.704036
Epoch: 097,  Train loss: 0.537843,  Train Acc: 0.742697,  Test Acc: 0.699552
Epoch: 098,  Train loss: 0.542809,  Train Acc: 0.747191,  Test Acc: 0.713004
Epoch: 099,  Train loss: 0.532503,  Train Acc: 0.761798,  Test Acc: 0.704036
Epoch: 100,  Train loss: 0.535124,  Train Acc: 0.755056,  Test Acc: 0.708520
Epoch: 101,  Train loss: 0.531645,  Train Acc: 0.753933,  Test Acc: 0.708520
Epoch: 102,  Train loss: 0.539917,  Train Acc: 0.744944,  Test Acc: 0.704036
Epoch: 103,  Train loss: 0.530670,  Train Acc: 0.757303,  Test Acc: 0.721973
Epoch: 104,  Train loss: 0.531584,  Train Acc: 0.729213,  Test Acc: 0.704036
Epoch: 105,  Train loss: 0.536119,  Train Acc: 0.742697,  Test Acc: 0.699552
Epoch: 106,  Train loss: 0.536279,  Train Acc: 0.734831,  Test Acc: 0.699552
Epoch: 107,  Train loss: 0.524163,  Train Acc: 0.760674,  Test Acc: 0.704036
Epoch: 108,  Train loss: 0.529166,  Train Acc: 0.747191,  Test Acc: 0.699552
Epoch: 109,  Train loss: 0.525626,  Train Acc: 0.744944,  Test Acc: 0.708520
Epoch: 110,  Train loss: 0.532524,  Train Acc: 0.729213,  Test Acc: 0.721973
Epoch: 111,  Train loss: 0.528489,  Train Acc: 0.752809,  Test Acc: 0.713004
Epoch: 112,  Train loss: 0.537100,  Train Acc: 0.717978,  Test Acc: 0.726457
Epoch: 113,  Train loss: 0.535800,  Train Acc: 0.748315,  Test Acc: 0.699552
Epoch: 114,  Train loss: 0.538185,  Train Acc: 0.741573,  Test Acc: 0.717489
Epoch: 115,  Train loss: 0.529028,  Train Acc: 0.753933,  Test Acc: 0.708520
Epoch: 116,  Train loss: 0.534387,  Train Acc: 0.746067,  Test Acc: 0.708520
Epoch: 117,  Train loss: 0.552076,  Train Acc: 0.737079,  Test Acc: 0.699552
Epoch: 118,  Train loss: 0.535398,  Train Acc: 0.738202,  Test Acc: 0.699552
Epoch: 119,  Train loss: 0.534023,  Train Acc: 0.734831,  Test Acc: 0.690583
Epoch: 120,  Train loss: 0.536378,  Train Acc: 0.737079,  Test Acc: 0.686099
Epoch: 121,  Train loss: 0.530014,  Train Acc: 0.740449,  Test Acc: 0.699552
Epoch: 122,  Train loss: 0.533136,  Train Acc: 0.742697,  Test Acc: 0.708520
Epoch: 123,  Train loss: 0.529080,  Train Acc: 0.738202,  Test Acc: 0.717489
Epoch: 124,  Train loss: 0.526865,  Train Acc: 0.748315,  Test Acc: 0.704036
Epoch: 125,  Train loss: 0.526609,  Train Acc: 0.753933,  Test Acc: 0.708520
Epoch: 126,  Train loss: 0.528993,  Train Acc: 0.752809,  Test Acc: 0.708520
Epoch: 127,  Train loss: 0.536459,  Train Acc: 0.750562,  Test Acc: 0.721973
Epoch: 128,  Train loss: 0.528638,  Train Acc: 0.747191,  Test Acc: 0.699552
Epoch: 129,  Train loss: 0.523786,  Train Acc: 0.747191,  Test Acc: 0.713004
Epoch: 130,  Train loss: 0.518973,  Train Acc: 0.758427,  Test Acc: 0.717489
Epoch: 131,  Train loss: 0.527753,  Train Acc: 0.738202,  Test Acc: 0.717489
Epoch: 132,  Train loss: 0.538097,  Train Acc: 0.739326,  Test Acc: 0.713004
Epoch: 133,  Train loss: 0.539989,  Train Acc: 0.747191,  Test Acc: 0.717489
Epoch: 134,  Train loss: 0.536922,  Train Acc: 0.747191,  Test Acc: 0.695067
Epoch: 135,  Train loss: 0.536876,  Train Acc: 0.750562,  Test Acc: 0.713004
Epoch: 136,  Train loss: 0.530638,  Train Acc: 0.755056,  Test Acc: 0.708520
Epoch: 137,  Train loss: 0.532031,  Train Acc: 0.740449,  Test Acc: 0.713004
Epoch: 138,  Train loss: 0.528800,  Train Acc: 0.733708,  Test Acc: 0.717489
Epoch: 139,  Train loss: 0.536631,  Train Acc: 0.757303,  Test Acc: 0.713004
Epoch: 140,  Train loss: 0.547484,  Train Acc: 0.738202,  Test Acc: 0.699552
Epoch: 141,  Train loss: 0.522525,  Train Acc: 0.756180,  Test Acc: 0.708520
Epoch: 142,  Train loss: 0.524930,  Train Acc: 0.753933,  Test Acc: 0.708520
Epoch: 143,  Train loss: 0.522851,  Train Acc: 0.752809,  Test Acc: 0.717489
Epoch: 144,  Train loss: 0.525563,  Train Acc: 0.768539,  Test Acc: 0.708520
Epoch: 145,  Train loss: 0.519918,  Train Acc: 0.749438,  Test Acc: 0.704036
Epoch: 146,  Train loss: 0.539636,  Train Acc: 0.739326,  Test Acc: 0.717489
Epoch: 147,  Train loss: 0.538072,  Train Acc: 0.756180,  Test Acc: 0.704036
Epoch: 148,  Train loss: 0.518634,  Train Acc: 0.750562,  Test Acc: 0.713004
Epoch: 149,  Train loss: 0.534412,  Train Acc: 0.752809,  Test Acc: 0.699552
Epoch: 150,  Train loss: 0.523630,  Train Acc: 0.744944,  Test Acc: 0.708520
Epoch: 151,  Train loss: 0.521759,  Train Acc: 0.744944,  Test Acc: 0.704036
Epoch: 152,  Train loss: 0.525659,  Train Acc: 0.756180,  Test Acc: 0.708520
Epoch: 153,  Train loss: 0.525548,  Train Acc: 0.744944,  Test Acc: 0.713004
Epoch: 154,  Train loss: 0.525548,  Train Acc: 0.758427,  Test Acc: 0.717489
Epoch: 155,  Train loss: 0.524147,  Train Acc: 0.764045,  Test Acc: 0.708520
Epoch: 156,  Train loss: 0.527079,  Train Acc: 0.765169,  Test Acc: 0.713004
Epoch: 157,  Train loss: 0.516337,  Train Acc: 0.751685,  Test Acc: 0.713004
Epoch: 158,  Train loss: 0.515309,  Train Acc: 0.762921,  Test Acc: 0.708520
Epoch: 159,  Train loss: 0.514667,  Train Acc: 0.750562,  Test Acc: 0.699552
Epoch: 160,  Train loss: 0.515980,  Train Acc: 0.749438,  Test Acc: 0.713004
Epoch: 161,  Train loss: 0.530583,  Train Acc: 0.766292,  Test Acc: 0.704036
Epoch: 162,  Train loss: 0.512681,  Train Acc: 0.751685,  Test Acc: 0.699552
Epoch: 163,  Train loss: 0.522995,  Train Acc: 0.742697,  Test Acc: 0.708520
Epoch: 164,  Train loss: 0.537663,  Train Acc: 0.764045,  Test Acc: 0.713004
Epoch: 165,  Train loss: 0.522061,  Train Acc: 0.755056,  Test Acc: 0.713004
Epoch: 166,  Train loss: 0.526567,  Train Acc: 0.753933,  Test Acc: 0.695067
Epoch: 167,  Train loss: 0.525445,  Train Acc: 0.765169,  Test Acc: 0.704036
Epoch: 168,  Train loss: 0.521766,  Train Acc: 0.762921,  Test Acc: 0.717489
Epoch: 169,  Train loss: 0.524616,  Train Acc: 0.758427,  Test Acc: 0.713004
Epoch: 170,  Train loss: 0.515151,  Train Acc: 0.761798,  Test Acc: 0.717489
Epoch: 171,  Train loss: 0.516441,  Train Acc: 0.762921,  Test Acc: 0.708520
Epoch: 172,  Train loss: 0.513882,  Train Acc: 0.750562,  Test Acc: 0.704036
Epoch: 173,  Train loss: 0.509413,  Train Acc: 0.753933,  Test Acc: 0.708520
Epoch: 174,  Train loss: 0.518973,  Train Acc: 0.755056,  Test Acc: 0.695067
Epoch: 175,  Train loss: 0.517000,  Train Acc: 0.748315,  Test Acc: 0.699552
Epoch: 176,  Train loss: 0.525939,  Train Acc: 0.753933,  Test Acc: 0.717489
Epoch: 177,  Train loss: 0.523825,  Train Acc: 0.765169,  Test Acc: 0.708520
Epoch: 178,  Train loss: 0.514096,  Train Acc: 0.746067,  Test Acc: 0.708520
Epoch: 179,  Train loss: 0.516121,  Train Acc: 0.756180,  Test Acc: 0.713004
Epoch: 180,  Train loss: 0.509495,  Train Acc: 0.769663,  Test Acc: 0.708520
Epoch: 181,  Train loss: 0.501844,  Train Acc: 0.761798,  Test Acc: 0.726457
Epoch: 182,  Train loss: 0.515596,  Train Acc: 0.762921,  Test Acc: 0.708520
Epoch: 183,  Train loss: 0.508420,  Train Acc: 0.760674,  Test Acc: 0.708520
Epoch: 184,  Train loss: 0.509593,  Train Acc: 0.760674,  Test Acc: 0.704036
Epoch: 185,  Train loss: 0.518746,  Train Acc: 0.755056,  Test Acc: 0.690583
Epoch: 186,  Train loss: 0.516885,  Train Acc: 0.749438,  Test Acc: 0.681614
Epoch: 187,  Train loss: 0.515402,  Train Acc: 0.748315,  Test Acc: 0.721973
Epoch: 188,  Train loss: 0.513794,  Train Acc: 0.762921,  Test Acc: 0.717489
Epoch: 189,  Train loss: 0.510720,  Train Acc: 0.765169,  Test Acc: 0.708520
Epoch: 190,  Train loss: 0.507100,  Train Acc: 0.767416,  Test Acc: 0.708520
Epoch: 191,  Train loss: 0.507676,  Train Acc: 0.768539,  Test Acc: 0.713004
Epoch: 192,  Train loss: 0.515476,  Train Acc: 0.764045,  Test Acc: 0.704036
Epoch: 193,  Train loss: 0.524049,  Train Acc: 0.758427,  Test Acc: 0.708520
Epoch: 194,  Train loss: 0.516548,  Train Acc: 0.767416,  Test Acc: 0.704036
Epoch: 195,  Train loss: 0.511060,  Train Acc: 0.761798,  Test Acc: 0.708520
Epoch: 196,  Train loss: 0.547017,  Train Acc: 0.732584,  Test Acc: 0.672646
Epoch: 197,  Train loss: 0.546308,  Train Acc: 0.760674,  Test Acc: 0.730942
Epoch: 198,  Train loss: 0.534242,  Train Acc: 0.758427,  Test Acc: 0.717489
Epoch: 199,  Train loss: 0.523559,  Train Acc: 0.766292,  Test Acc: 0.721973
Epoch: 200,  Train loss: 0.525450,  Train Acc: 0.759551,  Test Acc: 0.726457
Epoch: 201,  Train loss: 0.520917,  Train Acc: 0.768539,  Test Acc: 0.713004
Epoch: 202,  Train loss: 0.516734,  Train Acc: 0.764045,  Test Acc: 0.721973
Epoch: 203,  Train loss: 0.521397,  Train Acc: 0.761798,  Test Acc: 0.721973
Epoch: 204,  Train loss: 0.521102,  Train Acc: 0.764045,  Test Acc: 0.713004
Epoch: 205,  Train loss: 0.518365,  Train Acc: 0.769663,  Test Acc: 0.713004
Epoch: 206,  Train loss: 0.516964,  Train Acc: 0.767416,  Test Acc: 0.713004
Epoch: 207,  Train loss: 0.511122,  Train Acc: 0.773034,  Test Acc: 0.708520
Epoch: 208,  Train loss: 0.511397,  Train Acc: 0.769663,  Test Acc: 0.713004
Epoch: 209,  Train loss: 0.518733,  Train Acc: 0.776404,  Test Acc: 0.717489
Epoch: 210,  Train loss: 0.519894,  Train Acc: 0.764045,  Test Acc: 0.713004
Epoch: 211,  Train loss: 0.508893,  Train Acc: 0.759551,  Test Acc: 0.713004
Epoch: 212,  Train loss: 0.521184,  Train Acc: 0.761798,  Test Acc: 0.708520
Epoch: 213,  Train loss: 0.514847,  Train Acc: 0.767416,  Test Acc: 0.704036
Epoch: 214,  Train loss: 0.513178,  Train Acc: 0.755056,  Test Acc: 0.708520
Epoch: 215,  Train loss: 0.508268,  Train Acc: 0.759551,  Test Acc: 0.708520
Epoch: 216,  Train loss: 0.513606,  Train Acc: 0.767416,  Test Acc: 0.713004
Epoch: 217,  Train loss: 0.507337,  Train Acc: 0.775281,  Test Acc: 0.704036
Epoch: 218,  Train loss: 0.514187,  Train Acc: 0.764045,  Test Acc: 0.713004
Epoch: 219,  Train loss: 0.521217,  Train Acc: 0.774157,  Test Acc: 0.717489
Epoch: 220,  Train loss: 0.513457,  Train Acc: 0.756180,  Test Acc: 0.713004
Epoch: 221,  Train loss: 0.519706,  Train Acc: 0.765169,  Test Acc: 0.713004
Epoch: 222,  Train loss: 0.505495,  Train Acc: 0.759551,  Test Acc: 0.713004
Epoch: 223,  Train loss: 0.503924,  Train Acc: 0.769663,  Test Acc: 0.717489
Epoch: 224,  Train loss: 0.499155,  Train Acc: 0.773034,  Test Acc: 0.708520
Epoch: 225,  Train loss: 0.512907,  Train Acc: 0.779775,  Test Acc: 0.708520
Epoch: 226,  Train loss: 0.503144,  Train Acc: 0.753933,  Test Acc: 0.713004
Epoch: 227,  Train loss: 0.510387,  Train Acc: 0.766292,  Test Acc: 0.730942
Epoch: 228,  Train loss: 0.501432,  Train Acc: 0.770787,  Test Acc: 0.708520
Epoch: 229,  Train loss: 0.503458,  Train Acc: 0.774157,  Test Acc: 0.721973
Epoch: 230,  Train loss: 0.498905,  Train Acc: 0.765169,  Test Acc: 0.730942
Epoch: 231,  Train loss: 0.524298,  Train Acc: 0.743820,  Test Acc: 0.717489
Epoch: 232,  Train loss: 0.538234,  Train Acc: 0.741573,  Test Acc: 0.713004
Epoch: 233,  Train loss: 0.532823,  Train Acc: 0.752809,  Test Acc: 0.708520
Epoch: 234,  Train loss: 0.528948,  Train Acc: 0.757303,  Test Acc: 0.704036
Epoch: 235,  Train loss: 0.525852,  Train Acc: 0.752809,  Test Acc: 0.699552
Epoch: 236,  Train loss: 0.532530,  Train Acc: 0.751685,  Test Acc: 0.699552
Epoch: 237,  Train loss: 0.522511,  Train Acc: 0.755056,  Test Acc: 0.699552
Epoch: 238,  Train loss: 0.526982,  Train Acc: 0.759551,  Test Acc: 0.704036
Epoch: 239,  Train loss: 0.518974,  Train Acc: 0.751685,  Test Acc: 0.686099
Epoch: 240,  Train loss: 0.513368,  Train Acc: 0.759551,  Test Acc: 0.695067
Epoch: 241,  Train loss: 0.512404,  Train Acc: 0.762921,  Test Acc: 0.713004
Epoch: 242,  Train loss: 0.516258,  Train Acc: 0.766292,  Test Acc: 0.699552
Epoch: 243,  Train loss: 0.511382,  Train Acc: 0.762921,  Test Acc: 0.699552
Epoch: 244,  Train loss: 0.509831,  Train Acc: 0.768539,  Test Acc: 0.708520
Epoch: 245,  Train loss: 0.511624,  Train Acc: 0.767416,  Test Acc: 0.708520
Epoch: 246,  Train loss: 0.512959,  Train Acc: 0.766292,  Test Acc: 0.708520
Epoch: 247,  Train loss: 0.507957,  Train Acc: 0.766292,  Test Acc: 0.708520
Epoch: 248,  Train loss: 0.512051,  Train Acc: 0.767416,  Test Acc: 0.713004
Epoch: 249,  Train loss: 0.508505,  Train Acc: 0.766292,  Test Acc: 0.717489
Epoch: 250,  Train loss: 0.513087,  Train Acc: 0.758427,  Test Acc: 0.695067
Epoch: 251,  Train loss: 0.511195,  Train Acc: 0.774157,  Test Acc: 0.726457
Epoch: 252,  Train loss: 0.509658,  Train Acc: 0.777528,  Test Acc: 0.708520
Epoch: 253,  Train loss: 0.498735,  Train Acc: 0.782022,  Test Acc: 0.713004
Epoch: 254,  Train loss: 0.500380,  Train Acc: 0.775281,  Test Acc: 0.726457
Epoch: 255,  Train loss: 0.501422,  Train Acc: 0.776404,  Test Acc: 0.730942
Epoch: 256,  Train loss: 0.503135,  Train Acc: 0.769663,  Test Acc: 0.713004
Epoch: 257,  Train loss: 0.492657,  Train Acc: 0.773034,  Test Acc: 0.713004
Epoch: 258,  Train loss: 0.495785,  Train Acc: 0.775281,  Test Acc: 0.717489
Epoch: 259,  Train loss: 0.504887,  Train Acc: 0.776404,  Test Acc: 0.721973
Epoch: 260,  Train loss: 0.507586,  Train Acc: 0.769663,  Test Acc: 0.713004
Epoch: 261,  Train loss: 0.507767,  Train Acc: 0.773034,  Test Acc: 0.704036
Epoch: 262,  Train loss: 0.507399,  Train Acc: 0.765169,  Test Acc: 0.708520
Epoch: 263,  Train loss: 0.497625,  Train Acc: 0.776404,  Test Acc: 0.726457
Epoch: 264,  Train loss: 0.494136,  Train Acc: 0.774157,  Test Acc: 0.721973
Epoch: 265,  Train loss: 0.500267,  Train Acc: 0.766292,  Test Acc: 0.717489
Epoch: 266,  Train loss: 0.507656,  Train Acc: 0.766292,  Test Acc: 0.726457
Epoch: 267,  Train loss: 0.499767,  Train Acc: 0.774157,  Test Acc: 0.717489
Epoch: 268,  Train loss: 0.495643,  Train Acc: 0.758427,  Test Acc: 0.717489
Epoch: 269,  Train loss: 0.511829,  Train Acc: 0.764045,  Test Acc: 0.721973
Epoch: 270,  Train loss: 0.515030,  Train Acc: 0.777528,  Test Acc: 0.717489
Epoch: 271,  Train loss: 0.500618,  Train Acc: 0.771910,  Test Acc: 0.744395
Epoch: 272,  Train loss: 0.497004,  Train Acc: 0.782022,  Test Acc: 0.721973
Epoch: 273,  Train loss: 0.496382,  Train Acc: 0.769663,  Test Acc: 0.739910
Epoch: 274,  Train loss: 0.495979,  Train Acc: 0.777528,  Test Acc: 0.717489
Epoch: 275,  Train loss: 0.499507,  Train Acc: 0.780899,  Test Acc: 0.704036
Epoch: 276,  Train loss: 0.490308,  Train Acc: 0.774157,  Test Acc: 0.717489
Epoch: 277,  Train loss: 0.490516,  Train Acc: 0.776404,  Test Acc: 0.717489
Epoch: 278,  Train loss: 0.498128,  Train Acc: 0.776404,  Test Acc: 0.717489
Epoch: 279,  Train loss: 0.489157,  Train Acc: 0.773034,  Test Acc: 0.721973
Epoch: 280,  Train loss: 0.490012,  Train Acc: 0.775281,  Test Acc: 0.726457
Epoch: 281,  Train loss: 0.490548,  Train Acc: 0.774157,  Test Acc: 0.713004
Epoch: 282,  Train loss: 0.501978,  Train Acc: 0.778652,  Test Acc: 0.735426
Epoch: 283,  Train loss: 0.487766,  Train Acc: 0.780899,  Test Acc: 0.721973
Epoch: 284,  Train loss: 0.487022,  Train Acc: 0.774157,  Test Acc: 0.717489
Epoch: 285,  Train loss: 0.487933,  Train Acc: 0.782022,  Test Acc: 0.726457
Epoch: 286,  Train loss: 0.498592,  Train Acc: 0.773034,  Test Acc: 0.721973
Epoch: 287,  Train loss: 0.488281,  Train Acc: 0.776404,  Test Acc: 0.721973
Epoch: 288,  Train loss: 0.485088,  Train Acc: 0.776404,  Test Acc: 0.744395
Epoch: 289,  Train loss: 0.487667,  Train Acc: 0.774157,  Test Acc: 0.726457
Epoch: 290,  Train loss: 0.508038,  Train Acc: 0.776404,  Test Acc: 0.739910
